,CO2G,CO2L,MEA,MEACOO,MEAH,CO2 conversion,MEA conversion
0,40.0,0.0,1000.0,0.0,0.0,0.0,0.0
1,39.99925265401116,2.413109761876948e-06,999.9103233075591,0.044838346220543404,0.044838346220543404,0.0018683649721040754,0.008967669244088938
2,39.998505321977454,2.413281118412313e-06,999.8206434638573,0.08967826807146571,0.08967826807146571,0.0037366950563644252,0.017935653614267723
3,39.99775800390679,2.413452502095549e-06,999.7309652957198,0.13451735214023508,0.13451735214023508,0.005604990233027962,0.026903470428021593
4,39.997010699798444,2.4136239135080257e-06,999.6412888030611,0.1793555984695484,0.1793555984695484,0.0074732505038888055,0.03587111969388843
5,39.996263409652585,2.4137953525140903e-06,999.5516139859013,0.22419300704944306,0.22419300704944306,0.009341475868538396,0.044838601409867354
6,39.995516133468826,2.4139668190802175e-06,999.4619408441926,0.26902957790387905,0.26902957790387905,0.011209666327935963,0.053805915580744566
7,39.99476887124679,2.414138313216305e-06,999.3722693778915,0.3138653110543687,0.3138653110543687,0.013077821883022978,0.06277306221085155
8,39.994021622984675,2.4143098349469098e-06,999.2825995867797,0.3587002066102264,0.3587002066102264,0.014945942538311385,0.07174004132202753
9,39.99327438867559,2.41448138437611e-06,999.1929314700325,0.4035342649838445,0.4035342649838445,0.016814028311031848,0.08070685299675233
10,39.99252716832695,2.4146529613916594e-06,999.1032650285393,0.448367485730467,0.448367485730467,0.018682079182621436,0.08967349714606598
11,39.99177996193876,2.414824565993558e-06,999.0136002623001,0.49319986885009365,0.49319986885009365,0.020550095153097914,0.09863997376999123
12,39.99103276951102,2.414996198181806e-06,998.9239371713147,0.5380314143427245,0.5380314143427245,0.022418076222443517,0.10760628286852808
13,39.99028559104374,2.415167857956403e-06,998.8342757555835,0.5828621222083595,0.5828621222083595,0.024286022390658246,0.11657242444165378
14,39.989538426536896,2.4153395453173495e-06,998.7446160151062,0.6276919924469988,0.6276919924469988,0.026153933657759868,0.12553839848937967
15,39.98879127599051,2.415511260264645e-06,998.6549579498829,0.6725210250586423,0.6725210250586423,0.02802181002373061,0.13450420501170585
16,39.98804413940457,2.41568300279829e-06,998.5653015599137,0.71734922004329,0.71734922004329,0.029889651488570482,0.14346984400863222
17,39.98729701677908,2.415854772918284e-06,998.4756468451983,0.7621765774009419,0.7621765774009419,0.03175745805229724,0.1524353154801702
18,39.986549908114036,2.4160265706246274e-06,998.385993805737,0.8070030971315981,0.8070030971315981,0.03362522971491089,0.161400619426297
19,39.98580281340944,2.41619839591732e-06,998.2963424415298,0.8518287792352586,0.8518287792352586,0.03549296647639366,0.17036575584702404
20,39.9850557326653,2.4163702487963617e-06,998.2066927525764,0.896653623711923,0.896653623711923,0.03736066833674556,0.1793307247423627
21,39.98430866587813,2.416542129360815e-06,998.1170447384585,0.9414776307708695,0.9414776307708695,0.039228335304670736,0.18829552615414968
22,39.98356161303494,2.4167140379790478e-06,998.0273983976197,0.9863008011903008,0.9863008011903008,0.04109596741265875,0.19726016023803367
23,39.98281457414943,2.4168859742623336e-06,997.9377537317023,1.0311231341490055,1.0311231341490055,0.04296356462642592,0.20622462682977127
24,39.9820675492216,2.4170579382106734e-06,997.8481107407063,1.0759446296469835,1.0759446296469835,0.04483112694600777,0.2151889259293739
25,39.981320538251445,2.4172299298240665e-06,997.7584694246318,1.1207652876842351,1.1207652876842351,0.04669865437138654,0.22415305753681877
26,39.98057354123897,2.4174019491025135e-06,997.6688297834787,1.1655851082607602,1.1655851082607602,0.04856614690257999,0.23311702165212866
27,39.97982655818417,2.4175739960460143e-06,997.5791918172472,1.2104040913765588,1.2104040913765588,0.050433604539570354,0.24208081827528077
28,39.97907958908705,2.4177460706545686e-06,997.489555525937,1.2552222370316306,1.2552222370316306,0.0523010272823754,0.2510444474062979
29,39.97833263394761,2.417918172928177e-06,997.3999209095483,1.300039545225976,1.300039545225976,0.05416841513097737,0.2600079090451686
30,39.97758569276585,2.4180903028668386e-06,997.3102879680811,1.344856015959595,1.344856015959595,0.056035768085376254,0.26897120319189294
31,39.976838765541764,2.4182624604705543e-06,997.2206567015353,1.3896716492324874,1.3896716492324874,0.057903086145589804,0.277934329846471
32,39.97609185227536,2.418434645739323e-06,997.131027109911,1.4344864450446533,1.4344864450446533,0.0597703693116003,0.2868972890089026
33,39.97534495296663,2.418606858673146e-06,997.0413991932081,1.4793004033960926,1.4793004033960926,0.06163761758342546,0.2958600806791878
34,39.974598067698196,2.418779097024767e-06,996.9517729613399,1.5241135193301782,1.5241135193301782,0.06350483075451052,0.30482270386601157
35,39.9738511962633,2.41895136641834e-06,996.8621483894968,1.5689258052517443,1.5689258052517443,0.06537200934175758,0.3137851610503162
36,39.97310433878579,2.419123663484801e-06,996.7725254925406,1.6137372537298629,1.6137372537298629,0.06723915303552985,0.3227474507459419
37,39.97235749526543,2.4192959882308086e-06,996.6829042704418,1.6585478647792224,1.6585478647792224,0.06910626183643132,0.3317095729558218
38,39.97161066570197,2.419468340663023e-06,996.5932847231712,1.7033576384145108,1.7033576384145108,0.07097333574508369,0.3406715276828777
39,39.970863850095164,2.4196407207881023e-06,996.5036668506995,1.748166574650415,1.748166574650415,0.07284037476209093,0.34963331493005395
40,39.97011704844477,2.4198131286127067e-06,996.414050652997,1.7929746735016225,1.7929746735016225,0.07470737888807477,0.35859493470029524
41,39.969370260750544,2.4199855641434944e-06,996.3244361300347,1.8377819349828213,1.8377819349828213,0.07657434812363917,0.3675563869965345
42,39.96862348701224,2.420158027387125e-06,996.2348232817828,1.882588359108699,1.882588359108699,0.07844128246940585,0.37651767182171625
43,39.96787672722961,2.4203305183502573e-06,996.1452121082124,1.927393945893943,1.927393945893943,0.08030818192597877,0.3854787891787623
44,39.96712998140241,2.4205030370395508e-06,996.0556026092938,1.9721986953532409,1.9721986953532409,0.08217504649397966,0.3944397390706172
