,CO2G,CO2L,MEA,MEACOO,MEAH,CO2 conversion,MEA conversion
0,40.0,0.0,1000.0,0.0,0.0,0.0,0.0
1,39.9279780911915,8.140109314452579e-05,998.5597246260164,0.7201376869918001,0.7201376869918001,0.1800547720212542,0.14402753739835816
2,39.856085860066976,8.137169489554573e-05,997.1218799447294,1.439060027635401,1.439060027635401,0.35978534983255983,0.2878120055270642
3,39.784323074571155,8.1342264902847e-05,995.6866241759529,2.1566879120235427,2.1566879120235427,0.5391923135721122,0.43133758240470566
4,39.71268950171077,8.131280316259672e-05,994.2539526598216,2.873023670089173,2.873023670089173,0.7182762457230751,0.5746047340178393
5,39.64118490924095,8.128330967144791e-05,992.8238607514382,3.588069624280859,3.588069624280859,0.8970377268976293,0.7176139248561754
6,39.569809064346444,8.125378442599913e-05,991.3963437944976,4.301828102751172,4.301828102751172,1.07547733913389,0.8603656205502375
7,39.49856173601067,8.122422742301047e-05,989.9713971686682,5.014301415665896,5.014301415665896,1.2535956599733211,1.0028602831331797
8,39.42744269198912,8.119463865913244e-05,988.5490162290597,5.725491885470159,5.725491885470159,1.431393270027197,1.1450983770940297
9,39.35645170170763,8.11650181313569e-05,987.1291963641887,6.435401817905608,6.435401817905608,1.6088707457309326,1.2870803635811285
10,39.28558853448335,8.113536583664315e-05,985.7119329603987,7.144033519800651,7.144033519800651,1.7860286637916187,1.4288067039601287
11,39.214852959975225,8.110568177204723e-05,984.2972214108679,7.851389294566004,7.851389294566004,1.962867600061937,1.5702778589132094
12,39.14424474861937,8.107596593480106e-05,982.8850571243192,8.55747143784034,8.55747143784034,2.1393881284515714,1.7114942875680754
13,39.07376367072593,8.104621832211173e-05,981.4754355069553,9.262282246522378,9.262282246522378,2.315590823185172,1.852456449304475
14,39.003409498666635,8.101643893168745e-05,980.0683520062105,9.965823996894718,9.965823996894718,2.4914762533334134,1.9931647993789512
15,38.933182002474275,8.098662776066483e-05,978.6638020227408,10.66809898862955,10.66809898862955,2.6670449938143115,2.1336197977259186
